code,trust_name,total_waiting_list,Date
NVC29,Cobalt Hospital,1,2020-06-01
RXP,County Durham and Darlington NHS Foundation Trust,4956,2020-06-01
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,12735,2020-06-01
RR7,Gateshead Health NHS Foundation Trust,6555,2020-06-01
A84031,Greystoke Surgery,0,2020-06-01
RCD,Harrogate and District NHS Foundation Trust,2390,2020-06-01
RWA,Hull University Teaching Hospitals NHS Trust,8340,2020-06-01
RY6,Leeds Community Healthcare NHS Trust,489,2020-06-01
RR8,Leeds Teaching Hospitals NHS Trust,7500,2020-06-01
RXF,Mid Yorkshire Hospitals NHS Trust,6318,2020-06-01
NX2,Minor Ops Ltd,0,2020-06-01
RNN,North Cumbria Integrated Care NHS Foundation Trust,10898,2020-06-01
RVW,North Tees and Hartlepool NHS Foundation Trust,4360,2020-06-01
RJL,Northern Lincolnshire and Goole NHS Foundation Trust,16039,2020-06-01
RTF,Northumbria Healthcare NHS Foundation Trust,7522,2020-06-01
NQH,Novus Health Ltd,0,2020-06-01
NT225,"Nuffield Health, Leeds Hospital",0,2020-06-01
NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",2,2020-06-01
NT237,"Nuffield Health, Tees Hospital",7,2020-06-01
NT245,"Nuffield Health, York Hospital",15,2020-06-01
NVC14,Park Hill Hospital,0,2020-06-01
NEQ,Phoenix Health Solutions Limited HQ,176,2020-06-01
NEY,Pioneer Healthcare Limited,78,2020-06-01
RCU,Sheffield Children's NHS Foundation Trust,1073,2020-06-01
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,11667,2020-06-01
RTR,South Tees Hospitals NHS Foundation Trust,5095,2020-06-01
R0B,South Tyneside and Sunderland NHS Foundation Trust,5660,2020-06-01
RXG,South West Yorkshire Partnership NHS Foundation Trust,214,2020-06-01
NPG10,Spamedica (Sheffiled),0,2020-06-01
NPG12,Spamedica Eccleshill Treatment Centre,0,2020-06-01
NPG07,Spamedica Eye Hospital (Wakefield),0,2020-06-01
NPG18,Spamedica Hull,0,2020-06-01
NT348,Spire Elland Hospital,130,2020-06-01
NT351,Spire Hull and East Riding Hospital,80,2020-06-01
NT332,Spire Leeds Hospital,4,2020-06-01
NT350,Spire Methley Park Hospital,38,2020-06-01
NT333,Spire Washington Hospital,21,2020-06-01
NVC0R,Tees Valley Hospital,36,2020-06-01
AJ8,The Grange Medical Centre HQ,149,2020-06-01
NID,The Living Care Group,0,2020-06-01
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,11087,2020-06-01
RFR,The Rotherham NHS Foundation Trust,6137,2020-06-01
NVC20,The Yorkshire Clinic,100,2020-06-01
NN4,Tyneside Surgical Services Ltd,117,2020-06-01
AGA,Westcliffe Health Innovations Ltd,26,2020-06-01
RCB,York Teaching Hospital NHS Foundation Trust,7470,2020-06-01
NKO,Yorkshire Health Solutions Ltd,203,2020-06-01
RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",10987,2020-05-01
R1H,Barts Health NHS Trust,14105,2020-05-01
NT405,BMI - Bishops Wood,5,2020-05-01
NT409,BMI - Chelsfield Park Hospital,6,2020-05-01
NT416,BMI - Hendon Hospital,0,2020-05-01
NT436,BMI - Shirley Oaks Hospital,3,2020-05-01
NT406,BMI - The Blackheath Hospital,5,2020-05-01
NT411,BMI - The Clementine Churchill Hospital,9,2020-05-01
NT421,BMI - The Kings Oak Hospital,2,2020-05-01
NT422,BMI - The London Independent Hospital,0,2020-05-01
NT437,BMI - The Sloane Hospital,0,2020-05-01
NT451,BMI The Cavell Hospital,6,2020-05-01
NQV,Bromley Healthcare,64,2020-05-01
RV3,Central and North West London NHS Foundation Trust,52,2020-05-01
RQM,Chelsea and Westminster Hospital NHS Foundation Trust,12443,2020-05-01
RJ6,Croydon Health Services NHS Trust,8316,2020-05-01
RVR,Epsom and St Helier University Hospitals NHS Trust,11552,2020-05-01
RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1644,2020-05-01
RJ1,Guy's and St Thomas' NHS Foundation Trust,8937,2020-05-01
RQX,Homerton University Hospital NHS Foundation Trust,2745,2020-05-01
RY9,Hounslow and Richmond Community Healthcare NHS Trust,113,2020-05-01
RYJ,Imperial College Healthcare NHS Trust,15778,2020-05-01
RJZ,King's College Hospital NHS Foundation Trust,11533,2020-05-01
RAX,Kingston Hospital NHS Foundation Trust,3884,2020-05-01
RJ2,Lewisham and Greenwich NHS Trust,11272,2020-05-01
R1K,London North West University Healthcare NHS Trust,10887,2020-05-01
RP6,Moorfields Eye Hospital NHS Foundation Trust,205,2020-05-01
NTP15,North East London Treatment Centre Care UK,90,2020-05-01
RAP,North Middlesex University Hospital NHS Trust,4673,2020-05-01
RT3,Royal Brompton & Harefield NHS Foundation Trust,283,2020-05-01
RAL,Royal Free London NHS Foundation Trust,18637,2020-05-01
RAN,Royal National Orthopaedic Hospital NHS Trust,911,2020-05-01
RV5,South London and Maudsley NHS Foundation Trust,0,2020-05-01
NT314,Spire London East,100,2020-05-01
NT3X3,Spire St Anthony's Hospital,79,2020-05-01
RJ7,St George's University Hospitals NHS Foundation Trust,6627,2020-05-01
DK6,Surgimed Healthcare Ltd,13,2020-05-01
RAS,The Hillingdon Hospitals NHS Foundation Trust,1840,2020-05-01
RPY,The Royal Marsden NHS Foundation Trust,0,2020-05-01
RRV,University College London Hospitals NHS Foundation Trust,11790,2020-05-01
RKL,West London NHS Trust,360,2020-05-01
NVC0M,West Valley Hospital,8,2020-05-01
RKE,Whittington Health NHS Trust,4233,2020-05-01
NNV,Your Healthcare,1,2020-05-01
NT402,BMI - Bath Clinic,1,2020-05-01
NT419,BMI - The Harbour Hospital,0,2020-05-01
NT430,BMI - The Ridgeway Hospital,14,2020-05-01
NT443,BMI - The Winterbourne Hospital,0,2020-05-01
NX0,Chime Social Enterprise,1374,2020-05-01
NV302,Circle Bath Hospital,0,2020-05-01
RJ8,Cornwall Partnership NHS Foundation Trust,21,2020-05-01
NTPH3,Devizes NHS Treatment Centre,238,2020-05-01
RBD,Dorset County Hospital NHS Foundation Trust,3836,2020-05-01
RDY,Dorset Healthcare University NHS Foundation Trust,941,2020-05-01
NVC04,Duchy Hospital,21,2020-05-01
NGL,Echogenicity Limited,299,2020-05-01
NTPH2,Emersons Green NHS Treatment Centre,603,2020-05-01
NCL01,Express Diagnostics (Derriford),276,2020-05-01
RTQ,Gloucestershire Health and Care NHS Foundation Trust,9,2020-05-01
RTE,Gloucestershire Hospitals NHS Foundation Trust,4265,2020-05-01
NWV,GP Care UK Limited,874,2020-05-01
RN3,Great Western Hospitals NHS Foundation Trust,5910,2020-05-01
NXP,Independent Health Group,8,2020-05-01
NV11D,Inhealth - Prime Endoscopy Bristol,423,2020-05-01
NVC08,Mount Stuart Hospital,0,2020-05-01
NVC09,New Hall Hospital,10,2020-05-01
RVJ,North Bristol NHS Trust,10534,2020-05-01
RBZ,Northern Devon Healthcare NHS Trust,2693,2020-05-01
NT202,"Nuffield Health, Bournemouth Hospital",0,2020-05-01
NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",7,2020-05-01
NT211,"Nuffield Health, Cheltenham Hospital",0,2020-05-01
NT215,"Nuffield Health, Exeter Hospital",0,2020-05-01
NT238,"Nuffield Health, Taunton Hospital",0,2020-05-01
NTPH5,Peninsula NHS Treatment Centre,40,2020-05-01
NEF,Peninsula Ultrasound Limited,1676,2020-05-01
RD3,Poole Hospital NHS Foundation Trust,3310,2020-05-01
REF,Royal Cornwall Hospitals NHS Trust,7040,2020-05-01
RH8,Royal Devon and Exeter NHS Foundation Trust,5439,2020-05-01
RD1,Royal United Hospitals Bath NHS Foundation Trust,7682,2020-05-01
RNZ,Salisbury NHS Foundation Trust,2893,2020-05-01
NTPH1,Shepton Mallet NHS Treatment Centre,65,2020-05-01
RH5,Somerset NHS Foundation Trust,6307,2020-05-01
NT302,Spire Bristol Hospital,1,2020-05-01
NQT5K,St Martins Hospital,438,2020-05-01
AAH,Tetbury Hospital Trust Ltd,0,2020-05-01
NFC01,The Outside Clinic HQ,326,2020-05-01
RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,4204,2020-05-01
RA9,Torbay and South Devon NHS Foundation Trust,2366,2020-05-01
DTM,Ultracardiac Ltd,511,2020-05-01
RA7,University Hospitals Bristol and Weston NHS Foundation Trust,8638,2020-05-01
RK9,University Hospitals Plymouth NHS Trust,7668,2020-05-01
NVC22,Winfield Hospital,0,2020-05-01
RA4,Yeovil District Hospital NHS Foundation Trust,1731,2020-05-01
NWT,Action For Deafness,425,2020-05-01
RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,4483,2020-05-01
NVC01,Ashtead Hospital,13,2020-05-01
NWF01,Benenden Hospital,0,2020-05-01
RWX,Berkshire Healthcare NHS Foundation Trust,101,2020-05-01
DN4,Berkshire West Community Endoscopy Service,0,2020-05-01
NT417,BMI - Goring Hall Hospital,1,2020-05-01
NT433,BMI - Sarum Road Hospital,0,2020-05-01
NT408,BMI - The Chaucer Hospital,4,2020-05-01
NT410,BMI - The Chiltern Hospital,1,2020-05-01
NT418,BMI - The Hampshire Clinic,12,2020-05-01
NT428,BMI - The Princess Margaret Hospital,1,2020-05-01
NT431,BMI - The Runnymede Hospital,0,2020-05-01
NT435,BMI - The Shelburne Hospital,0,2020-05-01
NT455,BMI Mount Alvernia Hospital,1,2020-05-01
RXH,Brighton and Sussex University Hospitals NHS Trust,8088,2020-05-01
RXQ,Buckinghamshire Healthcare NHS Trust,3902,2020-05-01
NV323,Circle Reading Hospital,54,2020-05-01
RN7,Dartford and Gravesham NHS Trust,5853,2020-05-01
NGD01,Diagnostic Ultrasound Services,0,2020-05-01
NNE,Dorking Healthcare Limited (DHC),158,2020-05-01
RVV,East Kent Hospitals University NHS Foundation Trust,7919,2020-05-01
RXC,East Sussex Healthcare NHS Trust,7035,2020-05-01
NVM,Epsomedical Group,20,2020-05-01
NDJ,First Community Health and Care CIC,205,2020-05-01
RDU,Frimley Health NHS Foundation Trust,8463,2020-05-01
ATK,GP Health Partners Ltd,37,2020-05-01
RN5,Hampshire Hospitals NHS Foundation Trust,5365,2020-05-01
NWX,Here,459,2020-05-01
NVC25,Horton NHS Treatment Centre,0,2020-05-01
NV1,Inhealth Limited,4180,2020-05-01
NHA,Insidevue Limited,22,2020-05-01
R1F,Isle of Wight NHS Trust,1602,2020-05-01
G82114,Ivy Court Surgery,0,2020-05-01
RYY,Kent Community Health NHS Foundation Trust,42,2020-05-01
ADP02,Kims Hospital (Newnham Court),4,2020-05-01
RWF,Maidstone and Tunbridge Wells NHS Trust,6085,2020-05-01
DC8,Medical Imaging Partnership Ltd,86,2020-05-01
RPA,Medway NHS Foundation Trust,7984,2020-05-01
NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,632,2020-05-01
NVC11,North Downs Hospital,50,2020-05-01
NT205,"Nuffield Health, Brighton Hospital",1,2020-05-01
NT212,"Nuffield Health, Chichester Hospital",0,2020-05-01
NT218,"Nuffield Health, Haywards Heath Hospital",0,2020-05-01
NT241,"Nuffield Health, Woking Hospital",0,2020-05-01
NT244,Nuffield Hospital Oxford (The Manor),0,2020-05-01
RTH,Oxford University Hospitals NHS Foundation Trust,12392,2020-05-01
RPG,Oxleas NHS Foundation Trust,87,2020-05-01
H82017,Park Surgery,92,2020-05-01
RHU,Portsmouth Hospitals NHS Trust,4253,2020-05-01
RPC,Queen Victoria Hospital NHS Foundation Trust,178,2020-05-01
RHW,Royal Berkshire NHS Foundation Trust,4802,2020-05-01
RA2,Royal Surrey County Hospital NHS Foundation Trust,3631,2020-05-01
R1C,Solent NHS Trust,162,2020-05-01
NTP11,Southampton NHS Treatment Centre,70,2020-05-01
RW1,Southern Health NHS Foundation Trust,324,2020-05-01
NT312,Spire Alexandra Hospital,77,2020-05-01
NT345,Spire Clare Park Hospital,0,2020-05-01
NT344,Spire Dunedin Hospital,2,2020-05-01
NT308,Spire Gatwick Park Hospital,18,2020-05-01
NT364,Spire Montefiore Hospital,0,2020-05-01
NT305,Spire Portsmouth Hospital,1,2020-05-01
NT304,Spire Southampton Hospital,21,2020-05-01
NT309,Spire Sussex Hospital,5,2020-05-01
NT343,Spire Thames Valley Hospital,0,2020-05-01
NT310,Spire Tunbridge Wells Hospital,18,2020-05-01
NTPAD,St Mary's NHS Treatment Centre,0,2020-05-01
RTP,Surrey and Sussex Healthcare NHS Trust,3627,2020-05-01
RDR,Sussex Community NHS Foundation Trust,760,2020-05-01
NL2,Sussex Health Care Audiology Ltd,40,2020-05-01
NMC01,Sussex Medical Centre Ltd (Clive Avenue),1085,2020-05-01
AJX,Sussex MSK Partnership 2,297,2020-05-01
NVC02,The Berkshire Independent Hospital,0,2020-05-01
NXM01,The Horder Centre - St Johns Road,10,2020-05-01
RHM,University Hospital Southampton NHS Foundation Trust,6333,2020-05-01
RYR,Western Sussex Hospitals NHS Foundation Trust,6963,2020-05-01
G82729,White Cliffs Medical Centre,142,2020-05-01
G82071,Whitstable Medical Practice,148,2020-05-01
NTP16,Will Adams NHS Treatment Centre,16,2020-05-01
NTP13,Barlborough NHS Treatment Centre,39,2020-05-01
RQ3,Birmingham Women's and Children's NHS Foundation Trust,1839,2020-05-01
NT412,BMI - The Droitwich Spa Hospital,4,2020-05-01
NT424,BMI - The Meriden Hospital,0,2020-05-01
NT427,BMI - The Park Hospital,1,2020-05-01
NT429,BMI - The Priory Hospital,0,2020-05-01
NT441,BMI - Three Shires Hospital,1,2020-05-01
NT445,BMI The Edgbaston Hospital,0,2020-05-01
NT450,BMI The Lincoln Hospital,0,2020-05-01
NVC27,Boston West Hospital,0,2020-05-01
RFS,Chesterfield Royal Hospital NHS Foundation Trust,4484,2020-05-01
RYG,Coventry and Warwickshire Partnership NHS Trust,292,2020-05-01
NEP,Diagnostic World Ltd,1007,2020-05-01
RLT,George Eliot Hospital NHS Trust,1421,2020-05-01
RNQ,Kettering General Hospital NHS Foundation Trust,3772,2020-05-01
RT5,Leicestershire Partnership NHS Trust,673,2020-05-01
DAY01,LLR Provider Company,574,2020-05-01
RRE,Midlands Partnership NHS Foundation Trust,135,2020-05-01
RNS,Northampton General Hospital NHS Trust,6864,2020-05-01
RX1,Nottingham University Hospitals NHS Trust,14058,2020-05-01
NT213,"Nuffield Health, Derby Hospital",0,2020-05-01
NT219,"Nuffield Health, Hereford Hospital",0,2020-05-01
NT226,"Nuffield Health, Leicester Hospital",0,2020-05-01
NT230,"Nuffield Health, North Staffordshire Hospital",0,2020-05-01
NT235,"Nuffield Health, Shrewsbury Hospital",4,2020-05-01
NT224,"Nuffield Health, Warwickshire Hospital",1,2020-05-01
NT242,"Nuffield Health, Wolverhampton Hospital",0,2020-05-01
NXV,Physiological Measurements Ltd,4713,2020-05-01
NVC17,Rowley Hall Hospital,42,2020-05-01
RXK,Sandwell and West Birmingham Hospitals NHS Trust,13031,2020-05-01
NXX,Scrivens Ltd,1756,2020-05-01
RK5,Sherwood Forest Hospitals NHS Foundation Trust,7912,2020-05-01
RXW,Shrewsbury and Telford Hospital NHS Trust,9652,2020-05-01
R1D,Shropshire Community Health NHS Trust,295,2020-05-01
RJC,South Warwickshire NHS Foundation Trust,2370,2020-05-01
NPG11,Spamedica (Birmingham),0,2020-05-01
NPG15,Spamedica Newcastle-Under-Lyme,0,2020-05-01
NPG20,Spamedica Wolverhampton,0,2020-05-01
NT322,Spire Leicester Hospital,1,2020-05-01
NT321,Spire Little Aston Hospital,13,2020-05-01
NT30A,Spire Nottingham Hospital,6,2020-05-01
NT320,Spire Parkway Hospital,63,2020-05-01
NT301,Spire South Bank Hospital,63,2020-05-01
RNA,The Dudley Group NHS Foundation Trust,5505,2020-05-01
RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,899,2020-05-01
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,1253,2020-05-01
RL4,The Royal Wolverhampton NHS Trust,9283,2020-05-01
RWD,United Lincolnshire Hospitals NHS Trust,9461,2020-05-01
RRK,University Hospitals Birmingham NHS Foundation Trust,17979,2020-05-01
RKB,University Hospitals Coventry and Warwickshire NHS Trust,7909,2020-05-01
RTG,University Hospitals of Derby and Burton NHS Foundation Trust,15094,2020-05-01
RWE,University Hospitals of Leicester NHS Trust,17394,2020-05-01
RJE,University Hospitals of North Midlands NHS Trust,17105,2020-05-01
RBK,Walsall Healthcare NHS Trust,2568,2020-05-01
NVC21,West Midlands Hospital,141,2020-05-01
NVC23,Woodland Hospital,63,2020-05-01
NVC40,Woodthorpe Hospital,2,2020-05-01
RWP,Worcestershire Acute Hospitals NHS Trust,8991,2020-05-01
RLQ,Wye Valley NHS Trust,3079,2020-05-01
NT933,Alliance Medical MRI Service - Essex,0,2020-05-01
RC9,Bedfordshire Hospitals NHS Foundation Trust,11813,2020-05-01
NVC31,Blakelands Hospital,116,2020-05-01
NT423,BMI - The Manor Hospital,5,2020-05-01
NT432,BMI - The Sandringham Hospital,0,2020-05-01
NT434,BMI - The Saxon Clinic,0,2020-05-01
NT446,BMI St Edmunds Hospital,0,2020-05-01
RGT,Cambridge University Hospitals NHS Foundation Trust,12077,2020-05-01
RYV,Cambridgeshire Community Services NHS Trust,624,2020-05-01
DK5,Cura Health Ltd,42,2020-05-01
RWH,East and North Hertfordshire NHS Trust,11008,2020-05-01
RDE,East Suffolk and North Essex NHS Foundation Trust,8452,2020-05-01
NVC06,Fitzwilliam Hospital,31,2020-05-01
NYR,Healthshare Diagnostics,3915,2020-05-01
RGP,James Paget University Hospitals NHS Foundation Trust,4877,2020-05-01
RD8,Milton Keynes University Hospital NHS Foundation Trust,2732,2020-05-01
RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,10469,2020-05-01
NT209,"Nuffield Health, Cambridge Hospital",1,2020-05-01
NVC13,Oaks Hospital,1,2020-05-01
NVC15,Pinehill Hospital,3,2020-05-01
NQA,Provide,115,2020-05-01
NVC19,Rivers Hospital,2,2020-05-01
RGM,Royal Papworth Hospital NHS Foundation Trust,112,2020-05-01
RAJ,Southend University Hospital NHS Foundation Trust,23615,2020-05-01
NPG19,Spamedica Bedford,0,2020-05-01
NPG16,Spamedica Chelmsford,0,2020-05-01
NT315,Spire Bushey Hospital,11,2020-05-01
NT317,Spire Cambridge Lea Hospital,3,2020-05-01
NT316,Spire Harpenden Hospital,6,2020-05-01
NT319,Spire Hartswood Hospital,3,2020-05-01
NT313,Spire Wellesley Hospital,89,2020-05-01
NVC18,Springfield Hospital,31,2020-05-01
NDL01,Suffolk GP Federation - Woodbridge,1586,2020-05-01
RQW,The Princess Alexandra Hospital NHS Trust,6801,2020-05-01
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2466,2020-05-01
RWG,West Hertfordshire Hospitals NHS Trust,3312,2020-05-01
RGR,West Suffolk NHS Foundation Trust,4685,2020-05-01
RBS,Alder Hey Children's NHS Foundation Trust,168,2020-05-01
NRP,Beacon Medical Services Group Limited,1179,2020-05-01
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,3789,2020-05-01
NT401,BMI - The Alexandra Hospital,6,2020-05-01
NT403,BMI - The Beardwood Hospital,50,2020-05-01
NT404,BMI - The Beaumont Hospital,1,2020-05-01
NT420,BMI - The Highfield Hospital,7,2020-05-01
NT497,BMI Gisburne Park Hospital,0,2020-05-01
NT449,BMI The Lancaster Hospital,0,2020-05-01
RMC,Bolton NHS Foundation Trust,5508,2020-05-01
RY2,Bridgewater Community Healthcare NHS Foundation Trust,463,2020-05-01
RJR,Countess of Chester Hospital NHS Foundation Trust,5437,2020-05-01
DKE,Curx Health Limited,306,2020-05-01
NEM,Diagnostic Healthcare Ltd,632,2020-05-01
RJN,East Cheshire NHS Trust,3432,2020-05-01
RXR,East Lancashire Hospitals NHS Trust,6189,2020-05-01
NVC05,Euxton Hall Hospital,166,2020-05-01
NVG01,Fairfield Hospital,87,2020-05-01
NVC07,Fulwood Hall Hospital,185,2020-05-01
NLE06,Glodwick Primary Care Centre,266,2020-05-01
NFO,Kleyn Healthcare,0,2020-05-01
RW5,Lancashire & South Cumbria NHS Foundation Trust,162,2020-05-01
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,8852,2020-05-01
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,1129,2020-05-01
REM,Liverpool University Hospitals NHS Foundation Trust,13790,2020-05-01
REP,Liverpool Women's NHS Foundation Trust,412,2020-05-01
NN5,Manchester Surgical Services Ltd,82,2020-05-01
R0A,Manchester University NHS Foundation Trust,21357,2020-05-01
C81081,Manor House Surgery,25,2020-05-01
P81039,Manor Primary Care,7,2020-05-01
RBT,Mid Cheshire Hospitals NHS Foundation Trust,6374,2020-05-01
NV10Y,North West Cats - Inhealth Pathway Management Centre,1404,2020-05-01
NT210,"Nuffield Health, The Grosvenor Hospital, Chester",3,2020-05-01
NVC12,Oaklands Hospital,0,2020-05-01
NV6,PDS Medical Ltd,704,2020-05-01
RW6,Pennine Acute Hospitals NHS Trust,9367,2020-05-01
NVC16,Renacres Hospital,169,2020-05-01
RM3,Salford Royal NHS Foundation Trust,6488,2020-05-01
NFB,Scan Assure Medical Ultrasound Limited,311,2020-05-01
RVY,Southport and Ormskirk Hospital NHS Trust,2668,2020-05-01
NPG13,Spamedica - Skelmersdale,0,2020-05-01
NPG02,Spamedica (Birkenhead),0,2020-05-01
NPG08,Spamedica (Bolton),0,2020-05-01
NPG01,Spamedica (Manchester),0,2020-05-01
NPG06,Spamedica Liverpool,0,2020-05-01
NPG17,Spamedica Preston,0,2020-05-01
NPG14,Spamedica Widnes,0,2020-05-01
NT324,Spire Cheshire Hospital,17,2020-05-01
NT347,Spire Fylde Coast Hospital,53,2020-05-01
NT337,Spire Liverpool Hospital,154,2020-05-01
NT327,Spire Manchester Hospital,49,2020-05-01
NT325,Spire Murrayfield Hospital,13,2020-05-01
NT339,Spire Regency Hospital,222,2020-05-01
RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,6646,2020-05-01
RWJ,Stockport NHS Foundation Trust,7721,2020-05-01
RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,2699,2020-05-01
RBV,The Christie NHS Foundation Trust,349,2020-05-01
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,3,2020-05-01
NPF01,The Industrial Diagnostics Company,22,2020-05-01
RET,The Walton Centre NHS Foundation Trust,1223,2020-05-01
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,6388,2020-05-01
RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,9520,2020-05-01
RY7,Wirral Community Health and Care NHS Foundation Trust,52,2020-05-01
RBL,Wirral University Teaching Hospital NHS Foundation Trust,5335,2020-05-01
RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",6278,2020-05-01
AAF,360 Care Ltd,31,2020-05-01
RCF,Airedale NHS Foundation Trust,3647,2020-05-01
RFF,Barnsley Hospital NHS Foundation Trust,4268,2020-05-01
NT440,BMI - Thornbury Hospital,5,2020-05-01
NT447,BMI The Duchy Hospital,0,2020-05-01
NT448,BMI The Huddersfield Hospital,0,2020-05-01
NT457,BMI Woodlands Hospital,0,2020-05-01
RAE,Bradford Teaching Hospitals NHS Foundation Trust,6910,2020-05-01
RWY,Calderdale and Huddersfield NHS Foundation Trust,8011,2020-05-01
NVC28,Clifton Park Hospital,0,2020-05-01
NVC29,Cobalt Hospital,3,2020-05-01
RXP,County Durham and Darlington NHS Foundation Trust,3788,2020-05-01
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,10890,2020-05-01
RR7,Gateshead Health NHS Foundation Trust,5391,2020-05-01
A84031,Greystoke Surgery,0,2020-05-01
RCD,Harrogate and District NHS Foundation Trust,1682,2020-05-01
RWA,Hull University Teaching Hospitals NHS Trust,9149,2020-05-01
RY6,Leeds Community Healthcare NHS Trust,395,2020-05-01
RR8,Leeds Teaching Hospitals NHS Trust,4610,2020-05-01
RXF,Mid Yorkshire Hospitals NHS Trust,4978,2020-05-01
NX2,Minor Ops Ltd,0,2020-05-01
RNN,North Cumbria Integrated Care NHS Foundation Trust,9293,2020-05-01
RVW,North Tees and Hartlepool NHS Foundation Trust,4675,2020-05-01
RJL,Northern Lincolnshire and Goole NHS Foundation Trust,13943,2020-05-01
RTF,Northumbria Healthcare NHS Foundation Trust,6722,2020-05-01
NQH,Novus Health Ltd,0,2020-05-01
NT225,"Nuffield Health, Leeds Hospital",0,2020-05-01
NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",4,2020-05-01
NT237,"Nuffield Health, Tees Hospital",1,2020-05-01
NT245,"Nuffield Health, York Hospital",15,2020-05-01
NVC14,Park Hill Hospital,0,2020-05-01
NEQ,Phoenix Health Solutions Limited HQ,162,2020-05-01
NEY,Pioneer Healthcare Limited,16,2020-05-01
RCU,Sheffield Children's NHS Foundation Trust,974,2020-05-01
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,11577,2020-05-01
RTR,South Tees Hospitals NHS Foundation Trust,3952,2020-05-01
R0B,South Tyneside and Sunderland NHS Foundation Trust,4549,2020-05-01
RXG,South West Yorkshire Partnership NHS Foundation Trust,172,2020-05-01
NPG10,Spamedica (Sheffiled),0,2020-05-01
NPG12,Spamedica Eccleshill Treatment Centre,0,2020-05-01
NPG07,Spamedica Eye Hospital (Wakefield),0,2020-05-01
NPG18,Spamedica Hull,0,2020-05-01
NT348,Spire Elland Hospital,331,2020-05-01
NT351,Spire Hull and East Riding Hospital,31,2020-05-01
NT332,Spire Leeds Hospital,15,2020-05-01
NT350,Spire Methley Park Hospital,37,2020-05-01
NT333,Spire Washington Hospital,42,2020-05-01
NVC0R,Tees Valley Hospital,0,2020-05-01
AJ8,The Grange Medical Centre HQ,145,2020-05-01
NID,The Living Care Group,0,2020-05-01
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,10941,2020-05-01
RFR,The Rotherham NHS Foundation Trust,4784,2020-05-01
NVC20,The Yorkshire Clinic,210,2020-05-01
NN4,Tyneside Surgical Services Ltd,114,2020-05-01
AGA,Westcliffe Health Innovations Ltd,55,2020-05-01
RCB,York Teaching Hospital NHS Foundation Trust,6395,2020-05-01
NKO,Yorkshire Health Solutions Ltd,112,2020-05-01
RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",9408,2020-04-01
R1H,Barts Health NHS Trust,22080,2020-04-01
NT405,BMI - Bishops Wood,1,2020-04-01
NT409,BMI - Chelsfield Park Hospital,8,2020-04-01
NT416,BMI - Hendon Hospital,0,2020-04-01
NT436,BMI - Shirley Oaks Hospital,1,2020-04-01
NT406,BMI - The Blackheath Hospital,1,2020-04-01
NT411,BMI - The Clementine Churchill Hospital,0,2020-04-01
NT421,BMI - The Kings Oak Hospital,2,2020-04-01
NT422,BMI - The London Independent Hospital,0,2020-04-01
NT437,BMI - The Sloane Hospital,0,2020-04-01
NT451,BMI The Cavell Hospital,5,2020-04-01
NQV,Bromley Healthcare,64,2020-04-01
RV3,Central and North West London NHS Foundation Trust,48,2020-04-01
RQM,Chelsea and Westminster Hospital NHS Foundation Trust,9279,2020-04-01
RJ6,Croydon Health Services NHS Trust,6862,2020-04-01
RVR,Epsom and St Helier University Hospitals NHS Trust,7087,2020-04-01
RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1357,2020-04-01
RJ1,Guy's and St Thomas' NHS Foundation Trust,7878,2020-04-01
RQX,Homerton University Hospital NHS Foundation Trust,2423,2020-04-01
RY9,Hounslow and Richmond Community Healthcare NHS Trust,122,2020-04-01
RYJ,Imperial College Healthcare NHS Trust,11900,2020-04-01
RJZ,King's College Hospital NHS Foundation Trust,9702,2020-04-01
RAX,Kingston Hospital NHS Foundation Trust,2458,2020-04-01
